Title,Authors,PDF Link,Year
"Black-Box Certification with Randomized Smoothing: A Functional Optimization Based Framework","Dinghuai Zhang, Mao Ye, Chengyue Gong, Zhanxing Zhu, Qiang Liu","https://papers.nips.cc//paper_files/paper/2020/file/1896a3bf730516dd643ba67b4c447d36-AuthorFeedback.pdf","2020"
"Deep Imitation Learning for Bimanual Robotic Manipulation","Fan Xie, Alexander Chowdhury, M. Clara De Paolis Kaluza, Linfeng Zhao, Lawson Wong, Rose Yu","https://papers.nips.cc//paper_files/paper/2020/file/18a010d2a9813e91907ce88cd9143fdf-AuthorFeedback.pdf","2020"
"Asymptotics for Sketching in Least Squares Regression","Edgar Dobriban, Sifan Liu","https://papers.nips.cc//paper_files/paper/2019/file/1f36c15d6a3d18d52e8d493bc8187cb9-AuthorFeedback.pdf","2019"
"Stationary Activations for Uncertainty Calibration in Deep Learning","Lassi Meronen, Christabella Irwanto, Arno Solin","https://papers.nips.cc//paper_files/paper/2020/file/18a411989b47ed75a60ac69d9da05aa5-AuthorFeedback.pdf","2020"
"Approximating the Permanent with Deep Rejection Sampling","Juha Harviainen, Antti Röyskö, Mikko Koivisto","https://papers.nips.cc//paper_files/paper/2021/file/01d8bae291b1e4724443375634ccfa0e-Paper.pdf","2021"
"Gradient Dynamics of Shallow Univariate ReLU Networks","Francis Williams, Matthew Trager, Daniele Panozzo, Claudio Silva, Denis Zorin, Joan Bruna","https://papers.nips.cc//paper_files/paper/2019/file/1f6419b1cbe79c71410cb320fc094775-AuthorFeedback.pdf","2019"
"Ensemble Distillation for Robust Model Fusion in Federated Learning","Tao Lin, Lingjing Kong, Sebastian U. Stich, Martin Jaggi","https://papers.nips.cc//paper_files/paper/2020/file/18df51b97ccd68128e994804f3eccc87-AuthorFeedback.pdf","2020"
"Falcon: Fast Spectral Inference on Encrypted Data","Qian Lou, Wen-jie Lu, Cheng Hong, Lei Jiang","https://papers.nips.cc//paper_files/paper/2020/file/18fc72d8b8aba03a4d84f66efabce82e-AuthorFeedback.pdf","2020"
"On Power Laws in Deep Ensembles","Ekaterina Lobacheva, Nadezhda Chirkova, Maxim Kodryan, Dmitry P. Vetrov","https://papers.nips.cc//paper_files/paper/2020/file/191595dc11b4d6e54f01504e3aa92f96-AuthorFeedback.pdf","2020"
"TAB-VCR: Tags and Attributes based VCR Baselines","Jingxiang Lin, Unnat Jain, Alexander Schwing","https://papers.nips.cc//paper_files/paper/2019/file/1fa6269f58898f0e809575c9a48747ef-AuthorFeedback.pdf","2019"
"Practical Quasi-Newton Methods for Training Deep Neural Networks","Donald Goldfarb, Yi Ren, Achraf Bahamou","https://papers.nips.cc//paper_files/paper/2020/file/192fc044e74dffea144f9ac5dc9f3395-AuthorFeedback.pdf","2020"
"Multiclass Performance Metric Elicitation","Gaurush Hiranandani, Shant Boodaghians, Ruta Mehta, Oluwasanmi O. Koyejo","https://papers.nips.cc//paper_files/paper/2019/file/1fd09c5f59a8ff35d499c0ee25a1d47e-AuthorFeedback.pdf","2019"
"Approximation Based Variance Reduction for Reparameterization Gradients","Tomas Geffner, Justin Domke","https://papers.nips.cc//paper_files/paper/2020/file/193002e668758ea9762904da1a22337c-AuthorFeedback.pdf","2020"
"Inference Stage Optimization for Cross-scenario 3D Human Pose Estimation","Jianfeng Zhang, Xuecheng Nie, Jiashi Feng","https://papers.nips.cc//paper_files/paper/2020/file/1943102704f8f8f3302c2b730728e023-AuthorFeedback.pdf","2020"
"Chirality Nets for Human Pose Regression","Raymond Yeh, Yuan-Ting Hu, Alexander Schwing","https://papers.nips.cc//paper_files/paper/2019/file/1f88c7c5d7d94ae08bd752aa3d82108b-AuthorFeedback.pdf","2019"
"Assessing Social and Intersectional Biases in Contextualized Word Representations","Yi Chern Tan, L. Elisa Celis","https://papers.nips.cc//paper_files/paper/2019/file/201d546992726352471cfea6b0df0a48-AuthorFeedback.pdf","2019"
"Revisiting Model Stitching to Compare Neural Representations","Yamini Bansal, Preetum Nakkiran, Boaz Barak","https://papers.nips.cc//paper_files/paper/2021/file/01ded4259d101feb739b06c399e9cd9c-Paper.pdf","2021"
"Consistent feature selection for analytic deep neural networks","Vu C. Dinh, Lam S. Ho","https://papers.nips.cc//paper_files/paper/2020/file/1959eb9d5a0f7ebc58ebde81d5df400d-AuthorFeedback.pdf","2020"
"Likelihood-Free Overcomplete ICA and Applications In Causal Discovery","Chenwei DING, Mingming Gong, Kun Zhang, Dacheng Tao","https://papers.nips.cc//paper_files/paper/2019/file/20885c72ca35d75619d6a378edea9f76-AuthorFeedback.pdf","2019"
"MaCow: Masked Convolutional Generative Flow","Xuezhe Ma, Xiang Kong, Shanghang Zhang, Eduard Hovy","https://papers.nips.cc//paper_files/paper/2019/file/20c86a628232a67e7bd46f76fba7ce12-AuthorFeedback.pdf","2019"
"Batched Multi-armed Bandits Problem","Zijun Gao, Yanjun Han, Zhimei Ren, Zhengqing Zhou","https://papers.nips.cc//paper_files/paper/2019/file/20f07591c6fcb220ffe637cda29bb3f6-AuthorFeedback.pdf","2019"
"Glance and Focus: a Dynamic Approach to Reducing Spatial Redundancy in Image Classification","Yulin Wang, Kangchen Lv, Rui Huang, Shiji Song, Le Yang, Gao Huang","https://papers.nips.cc//paper_files/paper/2020/file/1963bd5135521d623f6c29e6b1174975-AuthorFeedback.pdf","2020"
"High-Quality Self-Supervised Deep Image Denoising","Samuli Laine, Tero Karras, Jaakko Lehtinen, Timo Aila","https://papers.nips.cc//paper_files/paper/2019/file/2119b8d43eafcf353e07d7cb5554170b-AuthorFeedback.pdf","2019"
"Generalization in multitask deep neural classifiers: a statistical physics approach","Anthony Ndirango, Tyler Lee","https://papers.nips.cc//paper_files/paper/2019/file/216f44e2d28d4e175a194492bde9148f-AuthorFeedback.pdf","2019"
"Causal Regularization","Dominik Janzing","https://papers.nips.cc//paper_files/paper/2019/file/2172fde49301047270b2897085e4319d-AuthorFeedback.pdf","2019"
"Locality-Sensitive Hashing for f-Divergences: Mutual Information Loss and Beyond","Lin Chen, Hossein Esfandiari, Gang Fu, Vahab Mirrokni","https://papers.nips.cc//paper_files/paper/2019/file/21b29648a47a45ad16bb0da0c004dfba-AuthorFeedback.pdf","2019"
"Augmented Neural ODEs","Emilien Dupont, Arnaud Doucet, Yee Whye Teh","https://papers.nips.cc//paper_files/paper/2019/file/21be9a4bd4f81549a9d1d241981cec3c-AuthorFeedback.pdf","2019"
"Information Maximization for Few-Shot Learning","Malik Boudiaf, Imtiaz Ziko, Jérôme Rony, Jose Dolz, Pablo Piantanida, Ismail Ben Ayed","https://papers.nips.cc//paper_files/paper/2020/file/196f5641aa9dc87067da4ff90fd81e7b-AuthorFeedback.pdf","2020"
"Efficient Smooth Non-Convex Stochastic Compositional Optimization via Stochastic Recursive Gradient Descent","Wenqing Hu, Chris Junchi Li, Xiangru Lian, Ji Liu, Huizhuo Yuan","https://papers.nips.cc//paper_files/paper/2019/file/21ce689121e39821d07d04faab328370-AuthorFeedback.pdf","2019"
"Regularizing Trajectory Optimization with Denoising Autoencoders","Rinu Boney, Norman Di Palo, Mathias Berglund, Alexander Ilin, Juho Kannala, Antti Rasmus, Harri Valpola","https://papers.nips.cc//paper_files/paper/2019/file/21fe5b8ba755eeaece7a450849876228-AuthorFeedback.pdf","2019"
"Multi-Criteria Dimensionality Reduction with Applications to Fairness","Uthaipon Tantipongpipat, Samira Samadi, Mohit Singh, Jamie H. Morgenstern, Santosh Vempala","https://papers.nips.cc//paper_files/paper/2019/file/2201611d7a08ffda97e3e8c6b667a1bc-AuthorFeedback.pdf","2019"
"Inverse Reinforcement Learning from a Gradient-based Learner","Giorgia Ramponi, Gianluca Drappo, Marcello Restelli","https://papers.nips.cc//paper_files/paper/2020/file/19aa6c6fb4ba9fcf39e893ff1fd5b5bd-AuthorFeedback.pdf","2020"
"Neural Trust Region/Proximal Policy Optimization Attains Globally Optimal Policy","Boyi Liu, Qi Cai, Zhuoran Yang, Zhaoran Wang","https://papers.nips.cc//paper_files/paper/2019/file/227e072d131ba77451d8f27ab9afdfb7-AuthorFeedback.pdf","2019"
"Structured and Deep Similarity Matching via Structured and Deep Hebbian Networks","Dina Obeid, Hugo Ramambason, Cengiz Pehlevan","https://papers.nips.cc//paper_files/paper/2019/file/222afbe0d68c61de60374b96f1d86715-AuthorFeedback.pdf","2019"
"Bayesian Multi-type Mean Field Multi-agent Imitation Learning","Fan Yang, Alina Vereshchaka, Changyou Chen, Wen Dong","https://papers.nips.cc//paper_files/paper/2020/file/19eca5979ccbb752778e6c5f090dc9b6-AuthorFeedback.pdf","2020"
"ANODEV2: A Coupled Neural ODE Framework","Tianjun Zhang, Zhewei Yao, Amir Gholami, Joseph E. Gonzalez, Kurt Keutzer, Michael W. Mahoney, George Biros","https://papers.nips.cc//paper_files/paper/2019/file/227f6afd3b7f89b96c4bb91f95d50f6d-AuthorFeedback.pdf","2019"
"Learning Neural Networks with Adaptive Regularization","Han Zhao, Yao-Hung Hubert Tsai, Russ R. Salakhutdinov, Geoffrey J. Gordon","https://papers.nips.cc//paper_files/paper/2019/file/2281f5c898351dbc6dace2ba201e7948-AuthorFeedback.pdf","2019"
"Turbo Autoencoder: Deep learning based channel codes for point-to-point communication channels","Yihan Jiang, Hyeji Kim, Himanshu Asnani, Sreeram Kannan, Sewoong Oh, Pramod Viswanath","https://papers.nips.cc//paper_files/paper/2019/file/228499b55310264a8ea0e27b6e7c6ab6-AuthorFeedback.pdf","2019"
"Nonlinear scaling of resource allocation in sensory bottlenecks","Laura Rose Edmondson, Alejandro Jimenez Rodriguez, Hannes P. Saal","https://papers.nips.cc//paper_files/paper/2019/file/2297607a5db8576d5ad6bbd83696ff60-AuthorFeedback.pdf","2019"
"What the Vec? Towards Probabilistically Grounded Embeddings","Carl Allen, Ivana Balazevic, Timothy Hospedales","https://papers.nips.cc//paper_files/paper/2019/file/23755432da68528f115c9633c0d7834f-AuthorFeedback.pdf","2019"
"DetNAS: Backbone Search for Object Detection","Yukang Chen, Tong Yang, Xiangyu Zhang, GAOFENG MENG, Xinyu Xiao, Jian Sun","https://papers.nips.cc//paper_files/paper/2019/file/228b25587479f2fc7570428e8bcbabdc-AuthorFeedback.pdf","2019"
"Multiview Neural Surface Reconstruction by Disentangling Geometry and Appearance","Lior Yariv, Yoni Kasten, Dror Moran, Meirav Galun, Matan Atzmon, Basri Ronen, Yaron Lipman","https://papers.nips.cc//paper_files/paper/2020/file/1a77befc3b608d6ed363567685f70e1e-AuthorFeedback.pdf","2020"
"Bayesian Robust Optimization for Imitation Learning","Daniel Brown, Scott Niekum, Marek Petrik","https://papers.nips.cc//paper_files/paper/2020/file/1a669e81c8093745261889539694be7f-AuthorFeedback.pdf","2020"
"Diffusion Improves Graph Learning","Johannes Gasteiger, Stefan Weißenberger, Stephan Günnemann","https://papers.nips.cc//paper_files/paper/2019/file/23c894276a2c5a16470e6a31f4618d73-AuthorFeedback.pdf","2019"
"Riemannian Continuous Normalizing Flows","Emile Mathieu, Maximilian Nickel","https://papers.nips.cc//paper_files/paper/2020/file/1aa3d9c6ce672447e1e5d0f1b5207e85-AuthorFeedback.pdf","2020"
"Inverting Deep Generative models, One layer at a time","Qi Lei, Ajil Jalal, Inderjit S. Dhillon, Alexandros G. Dimakis","https://papers.nips.cc//paper_files/paper/2019/file/24389bfe4fe2eba8bf9aa9203a44cdad-AuthorFeedback.pdf","2019"
"Attention-Gated Brain Propagation: How the brain can implement reward-based error backpropagation","Isabella Pozzi, Sander Bohte, Pieter Roelfsema","https://papers.nips.cc//paper_files/paper/2020/file/1abb1e1ea5f481b589da52303b091cbb-AuthorFeedback.pdf","2020"
"Sample Complexity of Learning Mixture of Sparse Linear Regressions","Akshay Krishnamurthy, Arya Mazumdar, Andrew McGregor, Soumyabrata Pal","https://papers.nips.cc//paper_files/paper/2019/file/24646475ed957884ca39b0c1d9cc06b2-AuthorFeedback.pdf","2019"
"Asymptotic Guarantees for Generative Modeling Based on the Smooth Wasserstein Distance","Ziv Goldfeld, Kristjan Greenewald, Kengo Kato","https://papers.nips.cc//paper_files/paper/2020/file/1ac978c8020be6d7212aa71d4f040fc3-AuthorFeedback.pdf","2020"
"A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks","Hadi Salman, Greg Yang, Huan Zhang, Cho-Jui Hsieh, Pengchuan Zhang","https://papers.nips.cc//paper_files/paper/2019/file/246a3c5544feb054f3ea718f61adfa16-AuthorFeedback.pdf","2019"
"A Latent Variational Framework for Stochastic Optimization","Philippe Casgrain","https://papers.nips.cc//paper_files/paper/2019/file/248024541dbda1d3fd75fe49d1a4df4d-AuthorFeedback.pdf","2019"
"Online Robust Regression via SGD on the l1 loss","Scott Pesme, Nicolas Flammarion","https://papers.nips.cc//paper_files/paper/2020/file/1ae6464c6b5d51b363d7d96f97132c75-AuthorFeedback.pdf","2020"
"Escaping from saddle points on Riemannian manifolds","Yue Sun, Nicolas Flammarion, Maryam Fazel","https://papers.nips.cc//paper_files/paper/2019/file/24e01830d213d75deb99c22b9cd91ddd-AuthorFeedback.pdf","2019"
"Solving a Class of Non-Convex Min-Max Games Using Iterative First Order Methods","Maher Nouiehed, Maziar Sanjabi, Tianjian Huang, Jason D. Lee, Meisam Razaviyayn","https://papers.nips.cc//paper_files/paper/2019/file/25048eb6a33209cb5a815bff0cf6887c-AuthorFeedback.pdf","2019"
"The Option Keyboard: Combining Skills in Reinforcement Learning","Andre Barreto, Diana Borsa, Shaobo Hou, Gheorghe Comanici, Eser Aygün, Philippe Hamel, Daniel Toyama, Jonathan hunt, Shibl Mourad, David Silver, Doina Precup","https://papers.nips.cc//paper_files/paper/2019/file/251c5ffd6b62cc21c446c963c76cf214-AuthorFeedback.pdf","2019"
"PRANK: motion Prediction based on RANKing","Yuriy Biktairov, Maxim Stebelev, Irina Rudenko, Oleh Shliazhko, Boris Yangel","https://papers.nips.cc//paper_files/paper/2020/file/1b0251ccb8bd5f9ccf444e4bda7713e3-AuthorFeedback.pdf","2020"
"Fighting Copycat Agents in Behavioral Cloning from Observation Histories","Chuan Wen, Jierui Lin, Trevor Darrell, Dinesh Jayaraman, Yang Gao","https://papers.nips.cc//paper_files/paper/2020/file/1b113258af3968aaf3969ca67e744ff8-AuthorFeedback.pdf","2020"
"AugMax: Adversarial Composition of Random Augmentations for Robust Training","Haotao Wang, Chaowei Xiao, Jean Kossaifi, Zhiding Yu, Anima Anandkumar, Zhangyang Wang","https://papers.nips.cc//paper_files/paper/2021/file/01e9565cecc4e989123f9620c1d09c09-Paper.pdf","2021"
"On Learning Over-parameterized Neural Networks: A Functional Approximation Perspective","Lili Su, Pengkun Yang","https://papers.nips.cc//paper_files/paper/2019/file/253f7b5d921338af34da817c00f42753-AuthorFeedback.pdf","2019"
"Tight Nonparametric Convergence Rates for Stochastic Gradient Descent under the Noiseless Linear Model","Raphaël Berthier, Francis Bach, Pierre Gaillard","https://papers.nips.cc//paper_files/paper/2020/file/1b33d16fc562464579b7199ca3114982-AuthorFeedback.pdf","2020"
"Modeling Tabular data using Conditional GAN","Lei Xu, Maria Skoularidou, Alfredo Cuesta-Infante, Kalyan Veeramachaneni","https://papers.nips.cc//paper_files/paper/2019/file/254ed7d2de3b23ab10936522dd547b78-AuthorFeedback.pdf","2019"
"Painless Stochastic Gradient: Interpolation, Line-Search, and Convergence Rates","Sharan Vaswani, Aaron Mishkin, Issam Laradji, Mark Schmidt, Gauthier Gidel, Simon Lacoste-Julien","https://papers.nips.cc//paper_files/paper/2019/file/2557911c1bf75c2b643afb4ecbfc8ec2-AuthorFeedback.pdf","2019"
"Structured Prediction for Conditional Meta-Learning","Ruohan Wang, Yiannis Demiris, Carlo Ciliberto","https://papers.nips.cc//paper_files/paper/2020/file/1b69ebedb522700034547abc5652ffac-AuthorFeedback.pdf","2020"
"Optimal Lottery Tickets via Subset Sum: Logarithmic Over-Parameterization is Sufficient","Ankit Pensia, Shashank Rajput, Alliot Nagle, Harit Vishwakarma, Dimitris Papailiopoulos","https://papers.nips.cc//paper_files/paper/2020/file/1b742ae215adf18b75449c6e272fd92d-AuthorFeedback.pdf","2020"
"Tight Regret Bounds for Model-Based Reinforcement Learning with Greedy Policies","Yonathan Efroni, Nadav Merlis, Mohammad Ghavamzadeh, Shie Mannor","https://papers.nips.cc//paper_files/paper/2019/file/25caef3a545a1fff2ff4055484f0e758-AuthorFeedback.pdf","2019"
"Weighted Linear Bandits for Non-Stationary Environments","Yoan Russac, Claire Vernade, Olivier Cappé","https://papers.nips.cc//paper_files/paper/2019/file/263fc48aae39f219b4c71d9d4bb4aed2-AuthorFeedback.pdf","2019"
"Neural Lyapunov Control","Ya-Chien Chang, Nima Roohi, Sicun Gao","https://papers.nips.cc//paper_files/paper/2019/file/2647c1dba23bc0e0f9cdf75339e120d2-AuthorFeedback.pdf","2019"
"Stochastic Variance Reduced Primal Dual Algorithms for Empirical Composition Optimization","Adithya M Devraj, Jianshu Chen","https://papers.nips.cc//paper_files/paper/2019/file/26b58a41da329e0cbde0cbf956640a58-AuthorFeedback.pdf","2019"
"Stochasticity of Deterministic Gradient Descent: Large Learning Rate for Multiscale Objective Function","Lingkai Kong, Molei Tao","https://papers.nips.cc//paper_files/paper/2020/file/1b9a80606d74d3da6db2f1274557e644-AuthorFeedback.pdf","2020"
"The Hateful Memes Challenge: Detecting Hate Speech in Multimodal Memes","Douwe Kiela, Hamed Firooz, Aravind Mohan, Vedanuj Goswami, Amanpreet Singh, Pratik Ringshia, Davide Testuggine","https://papers.nips.cc//paper_files/paper/2020/file/1b84c4cee2b8b3d823b30e2d604b1878-AuthorFeedback.pdf","2020"
"(Almost) Free Incentivized Exploration from Decentralized Learning Agents","Chengshuai Shi, Haifeng Xu, Wei Xiong, Cong Shen","https://papers.nips.cc//paper_files/paper/2021/file/054ab897023645cd7ad69525c46992a0-Paper.pdf","2021"
"Why do tree-based models still outperform deep learning on typical tabular data?","Leo Grinsztajn, Edouard Oyallon, Gael Varoquaux","https://papers.nips.cc//paper_files/paper/2022/file/0378c7692da36807bdec87ab043cdadc-Paper-Datasets_and_Benchmarks.pdf","2022"
"Smoothing the Landscape Boosts the Signal for SGD: Optimal Sample Complexity for Learning Single Index Models","Alex Damian, Eshaan Nichani, Rong Ge, Jason D. Lee","https://papers.nips.cc//paper_files/paper/2023/file/02763667a5761ff92bb15d8751bcd223-Paper-Conference.pdf","2023"
"Batchnorm Allows Unsupervised Radial Attacks","Amur Ghose, Apurv Gupta, Yaoliang Yu, Pascal Poupart","https://papers.nips.cc//paper_files/paper/2023/file/0266d95023740481d22d437aa8aba0e9-Paper-Conference.pdf","2023"
"Subspace Attack: Exploiting Promising Subspaces for Query-Efficient Black-box Attacks","Yiwen Guo, Ziang Yan, Changshui Zhang","https://papers.nips.cc//paper_files/paper/2019/file/2cad8fa47bbef282badbb8de5374b894-AuthorFeedback.pdf","2019"
"Generalizing Consistent Multi-Class Classification with Rejection to be Compatible with Arbitrary Losses","Yuzhou Cao, Tianchi Cai, Lei Feng, Lihong Gu, Jinjie GU, Bo An, Gang Niu, Masashi Sugiyama","https://papers.nips.cc//paper_files/paper/2022/file/03a90e1bb2ceb2ea165424f2d96aa3a1-Paper-Conference.pdf","2022"
"Robust Binary Models by Pruning Randomly-initialized Networks","Chen Liu, Ziqi Zhao, Sabine Süsstrunk, Mathieu Salzmann","https://papers.nips.cc//paper_files/paper/2022/file/035f23c0ac4cf2b73b9365ba5a98ad56-Paper-Conference.pdf","2022"
"Combinatorial Bayesian Optimization using the Graph Cartesian Product","Changyong Oh, Jakub Tomczak, Efstratios Gavves, Max Welling","https://papers.nips.cc//paper_files/paper/2019/file/2cb6b10338a7fc4117a80da24b582060-AuthorFeedback.pdf","2019"
