Title,Authors,PDF Link,Year
"Training recurrent networks to generate hypotheses about how the brain solves hard navigation problems","Ingmar Kanitscheider, Ila Fiete","https://papers.nips.cc//paper_files/paper/2017/file/5f14615696649541a025d3d0f8e0447f-Paper.pdf","2017"
"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions","Ryan J. Tibshirani","https://papers.nips.cc//paper_files/paper/2017/file/5ef698cd9fe650923ea331c15af3b160-Paper.pdf","2017"
"Beyond Real-world Benchmark Datasets: An Empirical Study of Node Classification with GNNs","Seiji Maekawa, Koki Noda, Yuya Sasaki, makoto onizuka","https://papers.nips.cc//paper_files/paper/2022/file/24d6d158531508115e628188e2697f76-Paper-Datasets_and_Benchmarks.pdf","2022"
"HRFormer: High-Resolution Vision Transformer for Dense Predict","YUHUI YUAN, Rao Fu, Lang Huang, Weihong Lin, Chao Zhang, Xilin Chen, Jingdong Wang","https://papers.nips.cc//paper_files/paper/2021/file/3bbfdde8842a5c44a0323518eec97cbe-Paper.pdf","2021"
"BourGAN: Generative Networks with Metric Embeddings","Chang Xiao, Peilin Zhong, Changxi Zheng","https://papers.nips.cc//paper_files/paper/2018/file/8a3363abe792db2d8761d6403605aeb7-Paper.pdf","2018"
"SafetyNets: Verifiable Execution of Deep Neural Networks on an Untrusted Cloud","Zahra Ghodsi, Tianyu Gu, Siddharth Garg","https://papers.nips.cc//paper_files/paper/2017/file/6048ff4e8cb07aa60b6777b6f7384d52-Paper.pdf","2017"
"Turbocharging Solution Concepts: Solving NEs, CEs and CCEs with Neural Equilibrium Solvers","Luke Marris, Ian Gemp, Thomas Anthony, Andrea Tacchetti, Siqi Liu, Karl Tuyls","https://papers.nips.cc//paper_files/paper/2022/file/24f420aa4c99642dbb9aae18b166bbbc-Paper-Conference.pdf","2022"
"Improved Graph Laplacian via Geometric Self-Consistency","Dominique Joncas, Marina Meila, James McQueen","https://papers.nips.cc//paper_files/paper/2017/file/619205da514e83f869515c782a328d3c-Paper.pdf","2017"
"Generalization Properties of Learning with Random Features","Alessandro Rudi, Lorenzo Rosasco","https://papers.nips.cc//paper_files/paper/2017/file/61b1fb3f59e28c67f3925f3c79be81a1-Paper.pdf","2017"
"On student-teacher deviations in distillation: does it pay to disobey?","Vaishnavh Nagarajan, Aditya K. Menon, Srinadh Bhojanapalli, Hossein Mobahi, Sanjiv Kumar","https://papers.nips.cc//paper_files/paper/2023/file/12d286282e1be5431ea05262a21f415c-Paper-Conference.pdf","2023"
"NOMAD: Nonlinear Manifold Decoders for Operator Learning","Jacob Seidman, Georgios Kissas, Paris Perdikaris, George J. Pappas","https://papers.nips.cc//paper_files/paper/2022/file/24f49b2ad9fbe65eefbfd99d6f6c3fd2-Paper-Conference.pdf","2022"
"Predictive-State Decoders: Encoding the Future into Recurrent Networks","Arun Venkatraman, Nicholas Rhinehart, Wen Sun, Lerrel Pinto, Martial Hebert, Byron Boots, Kris Kitani, J. Bagnell","https://papers.nips.cc//paper_files/paper/2017/file/61b4a64be663682e8cb037d9719ad8cd-Paper.pdf","2017"
"Manifold Topology Divergence: a Framework for Comparing Data Manifolds.","Serguei Barannikov, Ilya Trofimov, Grigorii Sotnikov, Ekaterina Trimbach, Alexander Korotin, Alexander Filippov, Evgeny Burnaev","https://papers.nips.cc//paper_files/paper/2021/file/3bc31a430954d8326605fc690ed22f4d-Paper.pdf","2021"
"Federated Multi-Task Learning","Virginia Smith, Chao-Kai Chiang, Maziar Sanjabi, Ameet S. Talwalkar","https://papers.nips.cc//paper_files/paper/2017/file/6211080fa89981f66b1a0c9d55c61d0f-Paper.pdf","2017"
"Resilient Multiple Choice Learning: A learned scoring scheme with application to audio scene analysis","Victor Letzelter, Mathieu Fontaine, Mickael Chen, Patrick Pérez, Slim Essid, Gaël Richard","https://papers.nips.cc//paper_files/paper/2023/file/12d7ba753894ed348904df1bf0ce02ec-Paper-Conference.pdf","2023"
"Online Robust Policy Learning in the Presence of Unknown Adversaries","Aaron Havens, Zhanhong Jiang, Soumik Sarkar","https://papers.nips.cc//paper_files/paper/2018/file/8a36dfc67ebfbbea9bd01cd8a4c8ad32-Paper.pdf","2018"
"Graph of Circuits with GNN for Exploring the Optimal Design Space","Aditya Shahane, Saripilli Swapna Manjiri, Ankesh Jain, Sandeep Kumar","https://papers.nips.cc//paper_files/paper/2023/file/12da92b7c64176eb6eb6ad0ae31554fd-Paper-Conference.pdf","2023"
"Convolutional Neural Fabrics","Shreyas Saxena, Jakob Verbeek","https://papers.nips.cc//paper_files/paper/2016/file/07811dc6c422334ce36a09ff5cd6fe71-Paper.pdf","2016"
"Budgeted stream-based active learning via adaptive submodular maximization","Kaito Fujii, Hisashi Kashima","https://papers.nips.cc//paper_files/paper/2016/file/07cdfd23373b17c6b337251c22b7ea57-Paper.pdf","2016"
"Semi-Supervised Video Salient Object Detection Based on Uncertainty-Guided Pseudo Labels","Yongri Piao, Chenyang Lu, Miao Zhang, Huchuan Lu","https://papers.nips.cc//paper_files/paper/2022/file/24f7b98aef14fcd68acf3c941af1b59e-Paper-Conference.pdf","2022"
"Learning Causal Structures Using Regression Invariance","AmirEmad Ghassami, Saber Salehkaleybar, Negar Kiyavash, Kun Zhang","https://papers.nips.cc//paper_files/paper/2017/file/62889e73828c756c961c5a6d6c01a463-Paper.pdf","2017"
"Structure-free Graph Condensation: From Large-scale Graphs to Condensed Graph-free Data","Xin Zheng, Miao Zhang, Chunyang Chen, Quoc Viet Hung Nguyen, Xingquan Zhu, Shirui Pan","https://papers.nips.cc//paper_files/paper/2023/file/13183a224208671a6fc33ba1aa661ec4-Paper-Conference.pdf","2023"
"Practical Hash Functions for Similarity Estimation and Dimensionality Reduction","Søren Dahlgaard, Mathias Knudsen, Mikkel Thorup","https://papers.nips.cc//paper_files/paper/2017/file/62dad6e273d32235ae02b7d321578ee8-Paper.pdf","2017"
"Representer Point Selection for Explaining Deep Neural Networks","Chih-Kuan Yeh, Joon Kim, Ian En-Hsu Yen, Pradeep K. Ravikumar","https://papers.nips.cc//paper_files/paper/2018/file/8a7129b8f3edd95b7d969dfc2c8e9d9d-Paper.pdf","2018"
"An equivalence between high dimensional Bayes optimal inference and M-estimation","Madhu Advani, Surya Ganguli","https://papers.nips.cc//paper_files/paper/2016/file/08e6bea8e90ba87af3c9554d94db6579-Paper.pdf","2016"
"Gaussian Quadrature for Kernel Features","Tri Dao, Christopher M. De Sa, Christopher Ré","https://papers.nips.cc//paper_files/paper/2017/file/62f91ce9b820a491ee78c108636db089-Paper.pdf","2017"
"Debiased Causal Tree: Heterogeneous Treatment Effects Estimation with Unmeasured Confounding","Caizhi Tang, Huiyuan Wang, Xinyu Li, Qing Cui, Ya-Lin Zhang, Feng Zhu, Longfei Li, Jun Zhou, Linbo Jiang","https://papers.nips.cc//paper_files/paper/2022/file/2526d439030a3af95fc647dd20e9d049-Paper-Conference.pdf","2022"
"Asymptotic Properties for Bayesian Neural Network in Besov Space","Kyeongwon Lee, Jaeyong Lee","https://papers.nips.cc//paper_files/paper/2022/file/257a7d7934bad9b3a1774e8994e2a0dc-Paper-Conference.pdf","2022"
"Watch Your Step: Learning Node Embeddings via Graph Attention","Sami Abu-El-Haija, Bryan Perozzi, Rami Al-Rfou, Alexander A. Alemi","https://papers.nips.cc//paper_files/paper/2018/file/8a94ecfa54dcb88a2fa993bfa6388f9e-Paper.pdf","2018"
"Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets","Karol Hausman, Yevgen Chebotar, Stefan Schaal, Gaurav Sukhatme, Joseph J. Lim","https://papers.nips.cc//paper_files/paper/2017/file/632cee946db83e7a52ce5e8d6f0fed35-Paper.pdf","2017"
"Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees","Francesco Locatello, Michael Tschannen, Gunnar Raetsch, Martin Jaggi","https://papers.nips.cc//paper_files/paper/2017/file/63538fe6ef330c13a05a3ed7e599d5f7-Paper.pdf","2017"
"A PAC-Bayesian Generalization Bound for Equivariant Networks","Arash Behboodi, Gabriele Cesa, Taco S. Cohen","https://papers.nips.cc//paper_files/paper/2022/file/257b9a6a0e3856735d0e624e38fb6803-Paper-Conference.pdf","2022"
"Neural Network Architecture Beyond Width and Depth","Shijun Zhang, Zuowei Shen, Haizhao Yang","https://papers.nips.cc//paper_files/paper/2022/file/257be12f31dfa7cc158dda99822c6fd1-Paper-Conference.pdf","2022"
"$\ell_1$-regression with Heavy-tailed Distributions","Lijun Zhang, Zhi-Hua Zhou","https://papers.nips.cc//paper_files/paper/2018/file/8b16ebc056e613024c057be590b542eb-Paper.pdf","2018"
"A Sparse Interactive Model for Matrix Completion with Side Information","Jin Lu, Guannan Liang, Jiangwen Sun, Jinbo Bi","https://papers.nips.cc//paper_files/paper/2016/file/093b60fd0557804c8ba0cbf1453da22f-Paper.pdf","2016"
"Visual Programming for Step-by-Step Text-to-Image Generation and Evaluation","Jaemin Cho, Abhay Zala, Mohit Bansal","https://papers.nips.cc//paper_files/paper/2023/file/13250eb13871b3c2c0a0667b54bad165-Paper-Conference.pdf","2023"
"Weak-shot Fine-grained Classification via Similarity Transfer","Junjie Chen, Li Niu, Liu Liu, Liqing Zhang","https://papers.nips.cc//paper_files/paper/2021/file/3bd4017318837e92a66298c7855f4427-Paper.pdf","2021"
"On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks","Arturs Backurs, Piotr Indyk, Ludwig Schmidt","https://papers.nips.cc//paper_files/paper/2017/file/635440afdfc39fe37995fed127d7df4f-Paper.pdf","2017"
"S-Prompts Learning with Pre-trained Transformers: An Occam’s Razor for Domain Incremental Learning","Yabin Wang, Zhiwu Huang, Xiaopeng Hong","https://papers.nips.cc//paper_files/paper/2022/file/25886d7a7cf4e33fd44072a0cd81bf30-Paper-Conference.pdf","2022"
"Shape your Space: A Gaussian Mixture Regularization Approach to Deterministic Autoencoders","Amrutha Saseendran, Kathrin Skubch, Stefan Falkner, Margret Keuper","https://papers.nips.cc//paper_files/paper/2021/file/3c057cb2b41f22c0e740974d7a428918-Paper.pdf","2021"
"Learning Confidence Sets using Support Vector Machines","Wenbo Wang, Xingye Qiao","https://papers.nips.cc//paper_files/paper/2018/file/8b4224068a41c5d37f5e2d54f3995089-Paper.pdf","2018"
"OmniVL: One Foundation Model for Image-Language and Video-Language Tasks","Junke Wang, Dongdong Chen, Zuxuan Wu, Chong Luo, Luowei Zhou, Yucheng Zhao, Yujia Xie, Ce Liu, Yu-Gang Jiang, Lu Yuan","https://papers.nips.cc//paper_files/paper/2022/file/259a5df46308d60f8454bd4adcc3b462-Paper-Conference.pdf","2022"
"Learning to Optimize Tensor Programs","Tianqi Chen, Lianmin Zheng, Eddie Yan, Ziheng Jiang, Thierry Moreau, Luis Ceze, Carlos Guestrin, Arvind Krishnamurthy","https://papers.nips.cc//paper_files/paper/2018/file/8b5700012be65c9da25f49408d959ca0-Paper.pdf","2018"
"Bi-Objective Online Matching and Submodular Allocations","Hossein Esfandiari, Nitish Korula, Vahab Mirrokni","https://papers.nips.cc//paper_files/paper/2016/file/0966289037ad9846c5e994be2a91bafa-Paper.pdf","2016"
"An Even More Optimal Stochastic Optimization Algorithm: Minibatching and Interpolation Learning","Blake E. Woodworth, Nathan Srebro","https://papers.nips.cc//paper_files/paper/2021/file/3c63ec7be1b6c49e6c308397023fd8cd-Paper.pdf","2021"
"Acceleration and Averaging in Stochastic Descent Dynamics","Walid Krichene, Peter L. Bartlett","https://papers.nips.cc//paper_files/paper/2017/file/643de7cf7ba769c7466ccbc4adfd7fac-Paper.pdf","2017"
"Indexed Minimum Empirical Divergence for Unimodal Bandits","Hassan SABER, Pierre Ménard, Odalric-Ambrym Maillard","https://papers.nips.cc//paper_files/paper/2021/file/3c88c1db16b9523b4dcdcd572aa1e16a-Paper.pdf","2021"
"SOAT: A Scene- and Object-Aware Transformer for Vision-and-Language Navigation","Abhinav Moudgil, Arjun Majumdar, Harsh Agrawal, Stefan Lee, Dhruv Batra","https://papers.nips.cc//paper_files/paper/2021/file/3c8a49145944fed2bbcaade178a426c4-Paper.pdf","2021"
"Self-Organized Group for Cooperative Multi-agent Reinforcement Learning","Jianzhun Shao, Zhiqiang Lou, Hongchang Zhang, Yuhang Jiang, Shuncheng He, Xiangyang Ji","https://papers.nips.cc//paper_files/paper/2022/file/25b040c97a75021e57100648a20b1e10-Paper-Conference.pdf","2022"
"Interpretable Distribution Features with Maximum Testing Power","Wittawat Jitkrittum, Zoltán Szabó, Kacper P. Chwialkowski, Arthur Gretton","https://papers.nips.cc//paper_files/paper/2016/file/0a09c8844ba8f0936c20bd791130d6b6-Paper.pdf","2016"
"LightGBM: A Highly Efficient Gradient Boosting Decision Tree","Guolin Ke, Qi Meng, Thomas Finley, Taifeng Wang, Wei Chen, Weidong Ma, Qiwei Ye, Tie-Yan Liu","https://papers.nips.cc//paper_files/paper/2017/file/6449f44a102fde848669bdd9eb6b76fa-Paper.pdf","2017"
"A Normative and Biologically Plausible Algorithm for Independent Component Analysis","Yanis Bahroun, Dmitri Chklovskii, Anirvan Sengupta","https://papers.nips.cc//paper_files/paper/2021/file/3ce3bd7d63a2c9c81983cc8e9bd02ae5-Paper.pdf","2021"
"(Optimal) Online Bipartite Matching with Degree Information","Anders Aamand, Justin Chen, Piotr Indyk","https://papers.nips.cc//paper_files/paper/2022/file/25c5133ad2ab138f448b71b3c7345ec3-Paper-Conference.pdf","2022"
"Hybrid-MST: A Hybrid Active Sampling Strategy for Pairwise Preference Aggregation","JING LI, Rafal Mantiuk, Junle Wang, Suiyi Ling, Patrick Le Callet","https://papers.nips.cc//paper_files/paper/2018/file/8b6a80c3cf2cbd5f967063618dc54f39-Paper.pdf","2018"
"Regret Bounds for Gaussian-Process Optimization in Large Domains","Manuel Wuethrich, Bernhard Schölkopf, Andreas Krause","https://papers.nips.cc//paper_files/paper/2021/file/3cec07e9ba5f5bb252d13f5f431e4bbb-Paper.pdf","2021"
"Fairness in Federated Learning via Core-Stability","Bhaskar Ray Chaudhury, Linyi Li, Mintong Kang, Bo Li, Ruta Mehta","https://papers.nips.cc//paper_files/paper/2022/file/25e92e33ac8c35fd49f394c37f21b6da-Paper-Conference.pdf","2022"
"The Neural Hawkes Process: A Neurally Self-Modulating Multivariate Point Process","Hongyuan Mei, Jason M. Eisner","https://papers.nips.cc//paper_files/paper/2017/file/6463c88460bd63bbe256e495c63aa40b-Paper.pdf","2017"
"Bayesian Optimization with Gradients","Jian Wu, Matthias Poloczek, Andrew G. Wilson, Peter Frazier","https://papers.nips.cc//paper_files/paper/2017/file/64a08e5f1e6c39faeb90108c430eb120-Paper.pdf","2017"
"Auditing Fairness by Betting","Ben Chugg, Santiago Cortes-Gomez, Bryan Wilder, Aaditya Ramdas","https://papers.nips.cc//paper_files/paper/2023/file/1338c277525011f20166cf740952bb47-Paper-Conference.pdf","2023"
"Truly Scale-Equivariant Deep Nets with Fourier Layers","Md Ashiqur Rahman, Raymond A. Yeh","https://papers.nips.cc//paper_files/paper/2023/file/1343edb2739a61a6e20bd8764e814b50-Paper-Conference.pdf","2023"
"Deeply Shared Filter Bases for Parameter-Efficient Convolutional Neural Networks","Woochul Kang, Daeyeon Kim","https://papers.nips.cc//paper_files/paper/2021/file/3cf2559725a9fdfa602ec8c887440f32-Paper.pdf","2021"
"Finding significant combinations of features in the presence of categorical covariates","Laetitia Papaxanthos, Felipe Llinares-López, Dean Bodenham, Karsten Borgwardt","https://papers.nips.cc//paper_files/paper/2016/file/0a0a0c8aaa00ade50f74a3f0ca981ed7-Paper.pdf","2016"
"A no-regret generalization of hierarchical softmax to extreme multi-label classification","Marek Wydmuch, Kalina Jasinska, Mikhail Kuznetsov, Róbert Busa-Fekete, Krzysztof Dembczynski","https://papers.nips.cc//paper_files/paper/2018/file/8b8388180314a337c9aa3c5aa8e2f37a-Paper.pdf","2018"
"Log-Polar Space Convolution Layers","Bing Su, Ji-Rong Wen","https://papers.nips.cc//paper_files/paper/2022/file/25eb42c46526071479f871b8bc9ad331-Paper-Conference.pdf","2022"
"CoNSoLe: Convex Neural Symbolic Learning","Haoran Li, Yang Weng, Hanghang Tong","https://papers.nips.cc//paper_files/paper/2022/file/2608470747b9b55b89de1c0d70418cab-Paper-Conference.pdf","2022"
"Visual Reference Resolution using Attention Memory for Visual Dialog","Paul Hongsuck Seo, Andreas Lehrmann, Bohyung Han, Leonid Sigal","https://papers.nips.cc//paper_files/paper/2017/file/654ad60ebd1ae29cedc37da04b6b0672-Paper.pdf","2017"
"The Sample Complexity of Semi-Supervised Learning with Nonparametric Mixture Models","Chen Dan, Liu Leqi, Bryon Aragam, Pradeep K. Ravikumar, Eric P. Xing","https://papers.nips.cc//paper_files/paper/2018/file/8ba6c657b03fc7c8dd4dff8e45defcd2-Paper.pdf","2018"
"Estimating Learnability in the Sublinear Data Regime","Weihao Kong, Gregory Valiant","https://papers.nips.cc//paper_files/paper/2018/file/8bd39eae38511daad6152e84545e504d-Paper.pdf","2018"
"A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing","Ming Lin, Jieping Ye","https://papers.nips.cc//paper_files/paper/2016/file/0a113ef6b61820daa5611c870ed8d5ee-Paper.pdf","2016"
"On Optimal Robustness to Adversarial Corruption in Online Decision Problems","Shinji Ito","https://papers.nips.cc//paper_files/paper/2021/file/3d191ef6e236bd1b9bdb9ff4743c47fe-Paper.pdf","2021"
"DPM-Solver: A Fast ODE Solver for Diffusion Probabilistic Model Sampling in Around 10 Steps","Cheng Lu, Yuhao Zhou, Fan Bao, Jianfei Chen, Chongxuan LI, Jun Zhu","https://papers.nips.cc//paper_files/paper/2022/file/260a14acce2a89dad36adc8eefe7c59e-Paper-Conference.pdf","2022"
"Multi-armed Bandits with Compensation","Siwei Wang, Longbo Huang","https://papers.nips.cc//paper_files/paper/2018/file/8bdb5058376143fa358981954e7626b8-Paper.pdf","2018"
"A Neural Compositional Paradigm for Image Captioning","Bo Dai, Sanja Fidler, Dahua Lin","https://papers.nips.cc//paper_files/paper/2018/file/8bf1211fd4b7b94528899de0a43b9fb3-Paper.pdf","2018"
"Directed Spectrum Measures Improve Latent Network Models Of Neural Populations","Neil Gallagher, Kafui Dzirasa, David Carlson","https://papers.nips.cc//paper_files/paper/2021/file/3d36c07721a0a5a96436d6c536a132ec-Paper.pdf","2021"
"Projection-Free Methods for Stochastic Simple Bilevel Optimization with Convex Lower-level Problem","Jincheng Cao, Ruichen Jiang, Nazanin Abolfazli, Erfan Yazdandoost Hamedani, Aryan Mokhtari","https://papers.nips.cc//paper_files/paper/2023/file/136729ae4b0fee25a0d28077442506da-Paper-Conference.pdf","2023"
"Uncertainty-Based Offline Reinforcement Learning with Diversified Q-Ensemble","Gaon An, Seungyong Moon, Jang-Hyun Kim, Hyun Oh Song","https://papers.nips.cc//paper_files/paper/2021/file/3d3d286a8d153a4a58156d0e02d8570c-Paper.pdf","2021"
"Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction","Jacob Steinhardt, Gregory Valiant, Moses Charikar","https://papers.nips.cc//paper_files/paper/2016/file/0a87257e5308197df43230edf4ad1dae-Paper.pdf","2016"
"Stochastic Composite Mirror Descent: Optimal Bounds with High Probabilities","Yunwen Lei, Ke Tang","https://papers.nips.cc//paper_files/paper/2018/file/8c6744c9d42ec2cb9e8885b54ff744d0-Paper.pdf","2018"
"Straggler Mitigation in Distributed Optimization Through Data Encoding","Can Karakus, Yifan Sun, Suhas Diggavi, Wotao Yin","https://papers.nips.cc//paper_files/paper/2017/file/663772ea088360f95bac3dc7ffb841be-Paper.pdf","2017"
"Using Options and Covariance Testing for Long Horizon Off-Policy Policy Evaluation","Zhaohan Guo, Philip S. Thomas, Emma Brunskill","https://papers.nips.cc//paper_files/paper/2017/file/6786f3c62fbf9021694f6e51cc07fe3c-Paper.pdf","2017"
"Threshold Bandits, With and Without Censored Feedback","Jacob D. Abernethy, Kareem Amin, Ruihao Zhu","https://papers.nips.cc//paper_files/paper/2016/file/0bf727e907c5fc9d5356f11e4c45d613-Paper.pdf","2016"
"Hierarchical Channel-spatial Encoding for Communication-efficient Collaborative Learning","Qihua ZHOU, Song Guo, YI LIU, Jie ZHANG, Jiewei Zhang, Tao GUO, Zhenda XU, Xun Liu, Zhihao Qu","https://papers.nips.cc//paper_files/paper/2022/file/2616697705f72f16a8eac9c295d37d94-Paper-Conference.pdf","2022"
"Geometry-Aware Recurrent Neural Networks for Active Visual Recognition","Ricson Cheng, Ziyan Wang, Katerina Fragkiadaki","https://papers.nips.cc//paper_files/paper/2018/file/8c9f32e03aeb2e3000825c8c875c4edd-Paper.pdf","2018"
"Distribution-free inference for regression: discrete, continuous, and in between","Yonghoon Lee, Rina Barber","https://papers.nips.cc//paper_files/paper/2021/file/3d4893419e57449fb290647149f738d4-Paper.pdf","2021"
"Reward learning from human preferences and demonstrations in Atari","Borja Ibarz, Jan Leike, Tobias Pohlen, Geoffrey Irving, Shane Legg, Dario Amodei","https://papers.nips.cc//paper_files/paper/2018/file/8cbe9ce23f42628c98f80fa0fac8b19a-Paper.pdf","2018"
"On the Implicit Bias of Linear Equivariant Steerable Networks","Ziyu Chen, Wei Zhu","https://papers.nips.cc//paper_files/paper/2023/file/136a45cd9b841bf785625709a19c6508-Paper-Conference.pdf","2023"
"Attracting and Dispersing: A Simple Approach for Source-free Domain Adaptation","Shiqi Yang, yaxing wang, kai wang, Shangling Jui, Joost van de Weijer","https://papers.nips.cc//paper_files/paper/2022/file/26300457961c3e056ea61c9d3ebec2a4-Paper-Conference.pdf","2022"
"Attentional Pooling for Action Recognition","Rohit Girdhar, Deva Ramanan","https://papers.nips.cc//paper_files/paper/2017/file/67c6a1e7ce56d3d6fa748ab6d9af3fd7-Paper.pdf","2017"
"Statistical Inference with M-Estimators on Adaptively Collected Data","Kelly Zhang, Lucas Janson, Susan Murphy","https://papers.nips.cc//paper_files/paper/2021/file/3d7d9461075eb7c37fbbfcad1d7042c1-Paper.pdf","2021"
"Rectangular Bounding Process","Xuhui Fan, Bin Li, Scott SIsson","https://papers.nips.cc//paper_files/paper/2018/file/8ce87bdda85cd44f14de9afb86491884-Paper.pdf","2018"
"NeuroLKH: Combining Deep Learning Model with Lin-Kernighan-Helsgaun Heuristic for Solving the Traveling Salesman Problem","Liang Xin, Wen Song, Zhiguang Cao, Jie Zhang","https://papers.nips.cc//paper_files/paper/2021/file/3d863b367aa379f71c7afc0c9cdca41d-Paper.pdf","2021"
"Testing and Learning on Distributions with Symmetric Noise Invariance","Ho Chung Law, Christopher Yau, Dino Sejdinovic","https://papers.nips.cc//paper_files/paper/2017/file/67d16d00201083a2b118dd5128dd6f59-Paper.pdf","2017"
"Memory-Constrained Algorithms for Convex Optimization","Moise Blanchard, Junhui Zhang, Patrick Jaillet","https://papers.nips.cc//paper_files/paper/2023/file/1395b425d06a50e42fafe91cf04f3a98-Paper-Conference.pdf","2023"
"LSH-SMILE: Locality Sensitive Hashing Accelerated Simulation and Learning","Chonghao Sima, Yexiang Xue","https://papers.nips.cc//paper_files/paper/2021/file/3d98b79ac6c8d1cef43d7bf1dadf8647-Paper.pdf","2021"
"SCINet: Time Series Modeling and Forecasting with Sample Convolution and Interaction","Minhao LIU, Ailing Zeng, Muxi Chen, Zhijian Xu, Qiuxia LAI, Lingna Ma, Qiang Xu","https://papers.nips.cc//paper_files/paper/2022/file/266983d0949aed78a16fa4782237dea7-Paper-Conference.pdf","2022"
"Meta-learning with an Adaptive Task Scheduler","Huaxiu Yao, Yu Wang, Ying Wei, Peilin Zhao, Mehrdad Mahdavi, Defu Lian, Chelsea Finn","https://papers.nips.cc//paper_files/paper/2021/file/3dc4876f3f08201c7c76cb71fa1da439-Paper.pdf","2021"
"Variational Bayes on Monte Carlo Steroids","Aditya Grover, Stefano Ermon","https://papers.nips.cc//paper_files/paper/2016/file/0c9ebb2ded806d7ffda75cd0b95eb70c-Paper.pdf","2016"
"Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results","Antti Tarvainen, Harri Valpola","https://papers.nips.cc//paper_files/paper/2017/file/68053af2923e00204c3ca7c6a3150cf7-Paper.pdf","2017"
"Exploration-Guided Reward Shaping for Reinforcement Learning under Sparse Rewards","Rati Devidze, Parameswaran Kamalaruban, Adish Singla","https://papers.nips.cc//paper_files/paper/2022/file/266c0f191b04cbbbe529016d0edc847e-Paper-Conference.pdf","2022"
"Finite-Dimensional BFRY Priors and Variational Bayesian Inference for Power Law Models","Juho Lee, Lancelot F. James, Seungjin Choi","https://papers.nips.cc//paper_files/paper/2016/file/0d4f4805c36dc6853edfa4c7e1638b48-Paper.pdf","2016"
"Neural Active Learning with Performance Guarantees","Zhilei Wang, Pranjal Awasthi, Christoph Dann, Ayush Sekhari, Claudio Gentile","https://papers.nips.cc//paper_files/paper/2021/file/3dcaf04c357c577a857f3ffadc555f9b-Paper.pdf","2021"
"Constructing Unrestricted Adversarial Examples with Generative Models","Yang Song, Rui Shu, Nate Kushman, Stefano Ermon","https://papers.nips.cc//paper_files/paper/2018/file/8cea559c47e4fbdb73b23e0223d04e79-Paper.pdf","2018"
"A Gradient Method for Multilevel Optimization","Ryo Sato, Mirai Tanaka, Akiko Takeda","https://papers.nips.cc//paper_files/paper/2021/file/3de568f8597b94bda53149c7d7f5958c-Paper.pdf","2021"
"Nonparametric Boundary Geometry in Physics Informed Deep Learning","Scott Cameron, Arnu Pretorius, S Roberts","https://papers.nips.cc//paper_files/paper/2023/file/13aef57cf532e88c476a10ff372e44e5-Paper-Conference.pdf","2023"
"Active Exploration for Inverse Reinforcement Learning","David Lindner, Andreas Krause, Giorgia Ramponi","https://papers.nips.cc//paper_files/paper/2022/file/26d01e5ed42d8dcedd6aa0e3e99cffc4-Paper-Conference.pdf","2022"
"Edge Representation Learning with Hypergraphs","Jaehyeong Jo, Jinheon Baek, Seul Lee, Dongki Kim, Minki Kang, Sung Ju Hwang","https://papers.nips.cc//paper_files/paper/2021/file/3def184ad8f4755ff269862ea77393dd-Paper.pdf","2021"
"Maximal Sparsity with Deep Networks?","Bo Xin, Yizhou Wang, Wen Gao, David Wipf, Baoyuan Wang","https://papers.nips.cc//paper_files/paper/2016/file/0d73a25092e5c1c9769a9f3255caa65a-Paper.pdf","2016"
"One Question Answering Model for Many Languages with Cross-lingual Dense Passage Retrieval","Akari Asai, Xinyan Yu, Jungo Kasai, Hanna Hajishirzi","https://papers.nips.cc//paper_files/paper/2021/file/3df07fdae1ab273a967aaa1d355b8bb6-Paper.pdf","2021"
"Subspace Recovery from Heterogeneous Data with Non-isotropic Noise","John C. Duchi, Vitaly Feldman, Lunjia Hu, Kunal Talwar","https://papers.nips.cc//paper_files/paper/2022/file/26ded5c8ee8ec1bc4caced4e1c9b1584-Paper-Conference.pdf","2022"
"Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments","Ryan Lowe, YI WU, Aviv Tamar, Jean Harb, OpenAI Pieter Abbeel, Igor Mordatch","https://papers.nips.cc//paper_files/paper/2017/file/68a9750337a418a86fe06c1991a1d64c-Paper.pdf","2017"
"Lifelong Neural Predictive Coding: Learning Cumulatively Online without Forgetting","Alex Ororbia, Ankur Mali, C Lee Giles, Daniel Kifer","https://papers.nips.cc//paper_files/paper/2022/file/26f5a4e26c13d1e0a47f46790c999361-Paper-Conference.pdf","2022"
"LEADS: Learning Dynamical Systems that Generalize Across Environments","Yuan Yin, Ibrahim Ayed, Emmanuel de Bézenac, Nicolas Baskiotis, Patrick Gallinari","https://papers.nips.cc//paper_files/paper/2021/file/3df1d4b96d8976ff5986393e8767f5b2-Paper.pdf","2021"
